"","Cote_crédit","Marge_sur_EBITDA","Marge_sur_EBIT","Rendement_sur_cap_prop","Rendement_sur_actif","ratio_tot_liab_sur_tot_actif","ratio_B_non_rep_sur_Tot_actif","ratio_Flux_de_TR_expl_sur_passif_cour","ratio_ben_avt_impot_sur_frais_int","ratio_tot_dette_sur_tot_actif","ratio_actuel","Ratio_de_liquid_réduite","ratio_Fonds_de_roulement","Ratio_de_liquidité","Ratio_Fonds_de_roulmt_sur_ventes","Total_actif","Marge_d_explt","Beta_applique"
"128",7,14.6979,-18.6461,-16.4565,-5.7501,0.658724700111765,-0.218418409133073,0.157965910272985,-1.7742,42.2496,1.6919,0.9955,0.0526687903565174,0.7905,0.1421,883.996,-18.6461,2.3194
"129",4,12.3094,-1.2569,-2.7383,-1.5321,0.439034307496823,0.367141041931385,1.11599423631124,-0.4132,12.2846,1.6192,0.7522,0.0436848792884371,0.3696,0.1894,39350,-1.2569,1.2666
"130",5,81.7365,52.5077,16.0114,3.1711,0.789710350524684,0.174107316997388,2.32939330608802,1.852,62.6955,7.0401,6.7676,0.164467250742196,6.3703,0.9029,5921.951,52.5077,1
"131",4,39.7128,22.0836,14.6381,5.6386,1.92958450484224,0.0615432677288347,0.215079201810327,2.8396,49.0534,0.5857,0.1003,-0.251671352702281,0.0037,-0.3276,16005,22.0836,0.5829
"132",4,37.8906,20.3097,16.7828,4.9161,0.719315339038841,0.115102040816327,0.704520990312164,3.9223,48.9111,0.7809,0.448,-0.0321527320605662,0.096,-0.0759,37975,20.3097,0.7215
"133",4,32.4416,20.3014,16.8302,9.1161,0.447239086441168,0.287077189939289,0.218080149114632,5.7923,18.8205,0.954,0.6188,-0.00855738652789824,0.2563,0.1424,17295,20.3014,0.7608
"134",3,15.9203,8.962,7.4999,2.7723,0.635610085313306,0.185110838077768,0.715245695086098,3.7926,37.794,0.7892,0.3465,-0.0260612248429578,0,-0.0829,5778.7,8.962,1
"135",3,90.4462,38.5242,18.2208,1.9691,0.896458776755291,0.0994182322236211,-1.3026661506813,-0.2607,0,0.9072,0.1519,-0.0177975779076948,0.0828,-0.0853,14552.542,83.9205,0.5813
"136",3,78.9721,51.0888,9.0542,2.6353,4.79388157622913,3.56649349689142,0.409295678920907,2.334,67.4318,0.147,0.0684,-0.212879221149183,0.0052,-0.5655,459.857,51.0888,1
"137",5,44.4823,14.2735,2.5528,0.8661,0.572780816154817,-0.15302902818679,0.760071620411817,1.4758,33.7821,1.2005,0.7386,0.0235591081194783,0.3679,0.1398,9508,14.2735,0.7877
"138",4,63.0404,43.6515,15.251,4.1776,0.673677212703593,0.039837226402361,0.549034808899915,2.4801,50.7972,0.5931,0.2919,-0.0528611287382024,0.1041,-0.4926,99279,43.6515,1.1173
"139",4,62.1275,42.7386,15.251,4.1776,0.673677212703593,0.039837226402361,0.549034808899915,2.4282,50.7972,0.5931,0.2919,-0.0528611287382024,0.1041,-0.4926,99279,42.7386,1
"140",4,17.5431,10.1849,10.0027,4.3919,0.552805542334338,0.282907610132741,0.943594228246611,5.0988,36.5725,2.3367,1.5004,0.1616690464858,0.4672,0.1378,3781.8,10.1849,0.917
"141",2,10.5719,3.0745,4.131,1.329,0.673921115425044,0,0.872579685426723,4.3529,5.0686,1.3218,1.2228,0.014834777518681,0.6272,0.0317,6816.415,3.0745,1
"142",2,11.8951,6.6781,6.2475,2.1349,1,0.697706329989468,0.2462114168836,5.2194,9.7151,1.0002,0.9617,2.94902344875781e-05,0.8066,0.0264,2238.029,6.6781,0.7204
"143",2,14.5592,8.7297,6.7382,4.174,1,0,0.2663139329806,7.9211,6.6095,1.3007,1.2716,0.0317889437867064,1.0785,0.2048,10727,8.7297,0.5344
"144",2,12.2421,6.4299,3.6449,1.8087,0.499861754271163,0,0.710962549293854,5.398,9.6614,3.9135,3.8105,0.158114750257515,3.3868,0.4553,3649.299,6.4299,1
"145",2,56.4962,28.6213,4.1926,2.6742,0.398981254441872,0,1.19347251635151,5.2,29.1595,1.5211,1.3372,0.0363073787068924,1.1353,0.2631,3063.179,28.6213,1
"146",2,61.0653,48.5919,12.324,5.7708,1.542171669693,0.737205657632239,1.44086744170524,21.881,7.0618,2.5467,2.5467,0.0847969745875958,1.7974,0.1631,792.487,48.5919,1
"147",6,50.6978,13.8369,1.2446,0.5405,0.581784041240206,-0.305319188833505,1.97848441892314,3.1145,34.8002,0.8353,0.5777,-0.0116821681111194,0.0697,-0.0551,5866.12,13.8369,1.2637
"148",4,2.0504,-3.2602,-5.5866,-3.1716,0.470008568980291,0.398243359040274,0.137395459976105,-3.6136,22.7292,1.3704,0.2652,0.0664095972579263,0.0191,0.1087,4668,-3.2602,0.8656
"149",4,44.5596,27.8929,0.8754,0.5105,0.401693320790216,0.099822305843002,0.822751322751323,2.0062,23.4661,0.2923,0.2646,-0.0559213964670221,0.0225,-0.8243,9567,27.8929,1
"150",6,12.3616,3.2794,4.0104,1.3774,0.659285548874639,0.242684766548955,0.306420470752771,2.1544,29.2829,0.7783,0.6264,-0.0746497328003397,0.5624,-0.0395,6758.055,3.2794,0.7204
"151",4,10.529,5.9031,2.8255,0.5282,0.724447326041035,0.0996800033463702,0.339794120374664,3.4476,44.2725,1.1764,0.3188,0.0397799761571121,0.1913,0.0414,47813,5.9031,0.804
"152",3,9.9532,6.5664,8.6242,4.3702,0.569372447576662,0.230624497153507,0.617746750768816,5.5136,26.0831,1.9916,1.0423,0.112467028546404,0.4581,0.0812,392.764,6.5664,0.6822
"153",3,47.9801,26.1581,2.1829,0.4037,0.798451592865605,0.22984277981911,0.952574430823117,0.9877,74.5215,1.9094,1.4111,0.0487703162687947,1.1494,0.2818,798.498,26.1581,1
"154",5,58.6652,29.407,5.5196,2.9821,0.407084246613837,-0.485275108188614,1.27766895200784,6.2218,14.5212,0.9833,0.3972,-0.000955431911425842,0.3888,-0.023,7117.2,29.407,0.1613
"155",6,36.915,27.2156,-71.5518,24.6134,1.05096702745367,-20.229143594858,2.20199269850928,3.7881,47.8533,2.1446,2.0027,0.230186797520788,0.6755,0.1435,326.878,27.2156,0.4252
"156",3,0.3112,-2.954,16.7828,3.6962,3.28598345035966,-0.0458520031817427,0.159768165376614,0.8286,22.3952,0.5086,0.4463,-0.0750148786531385,0.1544,-0.1354,1397.976,-2.954,0.6822
